GAME_DATE_EST;GAME_ID;GAME_STATUS_TEXT;HOME_TEAM_ID;VISITOR_TEAM_ID;SEASON;TEAM_ID_home;PTS_home;FG_PCT_home;FT_PCT_home;FG3_PCT_home;AST_home;REB_home;TEAM_ID_away;PTS_away;FG_PCT_away;FT_PCT_away;FG3_PCT_away;AST_away;REB_away;HOME_TEAM_WINS
22/01/2020;21900665;Final;1610612744;1610612762;2019;1610612744;960;398;833;261;200;370;1610612762;1290;5,38E+15;522;425;310;560;0
21/01/2020;21900653;Final;1610612742;1610612746;2019;1610612742;1070;429;708;279;230;490;1610612746;1100;371;7,88E+15;316;190;570;0
20/01/2020;21900639;Final;1610612764;1610612765;2019;1610612764;1060;512;813;375;220;440;1610612765;1000;4,27E+15;7;313;190;410;1
20/01/2020;21900640;Final;1610612737;1610612761;2019;1610612737;1170;494;6,97E+15;364;260;500;1610612761;1220;413;767;31;250;450;0
20/01/2020;21900641;Final;1610612751;1610612755;2019;1610612751;1110;481;647;379;220;470;1610612755;1170;447;741;333;300;430;0
20/01/2020;21900642;Final;1610612766;1610612753;2019;1610612766;830;382;75;303;210;390;1610612753;1060;478;444;5;250;470;0
20/01/2020;21900643;Final;1610612739;1610612752;2019;1610612739;860;34;647;333;150;530;1610612752;1060;482;882;391;170;490;0
20/01/2020;21900644;Final;1610612748;1610612758;2019;1610612748;1180;506;818;381;260;420;1610612758;1130;415;8;255;270;490;1
20/01/2020;21900645;Final;1610612745;1610612760;2019;1610612745;1070;443;706;2;210;430;1610612760;1120;435;769;375;140;470;0
20/01/2020;21900646;Final;1610612763;1610612740;2019;1610612763;1160;447;7,14E+15;273;260;510;1610612740;1260;477;875;438;240;430;0
20/01/2020;21900647;Final;1610612749;1610612741;2019;1610612749;1110;584;435;423;340;480;1610612741;980;37;889;292;180;390;1
20/01/2020;21900648;Final;1610612738;1610612747;2019;1610612738;1390;5,59E+15;655;471;310;480;1610612747;1070;438;759;269;220;360;1
20/01/2020;21900649;Final;1610612750;1610612743;2019;1610612750;1000;418;7,86E+15;31;260;420;1610612743;1070;478;833;355;260;530;0
20/01/2020;21900650;Final;1610612756;1610612759;2019;1610612756;1180;525;867;364;260;430;1610612759;1200;494;773;5,48E+15;300;310;0
20/01/2020;21900651;Final;1610612762;1610612754;2019;1610612762;1180;54;10;387;220;530;1610612754;880;419;429;269;230;300;1
20/01/2020;21900652;Final;1610612757;1610612744;2019;1610612757;1290;44;9;318;210;540;1610612744;1240;414;8,64E+15;25;300;600;1
19/01/2020;21900637;Final;1610612759;1610612748;2019;1610612759;1070;424;958;364;270;430;1610612748;1020;43;9;294;230;470;1
19/01/2020;21900638;Final;1610612743;1610612754;2019;1610612743;1070;466;688;13;220;440;1610612754;1150;5;8,42E+15;448;310;380;0
18/01/2020;21900626;Final;1610612740;1610612746;2019;1610612740;1300;535;639;366;320;480;1610612746;1330;495;795;3,23E+16;220;360;0
18/01/2020;21900627;Final;1610612751;1610612749;2019;1610612751;970;333;941;306;230;470;1610612749;1170;506;625;459;300;540;0
18/01/2020;21900628;Final;1610612738;1610612756;2019;1610612738;1190;438;909;3,57E+16;260;390;1610612756;1230;472;867;419;270;520;0
18/01/2020;21900629;Final;1610612737;1610612765;2019;1610612737;1030;43;867;294;180;320;1610612765;1360;593;76;469;310;410;0
18/01/2020;21900630;Final;1610612752;1610612755;2019;1610612752;870;398;611;24;200;480;1610612755;900;436;632;313;260;410;0
18/01/2020;21900631;Final;1610612741;1610612739;2019;1610612741;1180;552;765;36;250;260;1610612739;1160;5,48E+15;913;517;270;360;1
18/01/2020;21900632;Final;1610612750;1610612761;2019;1610612750;1120;404;815;28;340;490;1610612761;1220;516;882;371;250;420;0
18/01/2020;21900633;Final;1610612745;1610612747;2019;1610612745;1150;444;7,93E+15;324;200;460;1610612747;1240;484;7,19E+15;333;250;490;0
18/01/2020;21900634;Final;1610612744;1610612753;2019;1610612744;1090;457;10;3;250;440;1610612753;950;453;615;29;210;460;1
18/01/2020;21900635;Final;1610612760;1610612757;2019;1610612760;1190;518;722;318;250;480;1610612757;1060;429;762;375;110;400;1
18/01/2020;21900636;Final;1610612762;1610612758;2019;1610612762;1230;506;958;333;240;470;1610612758;1010;488;583;385;200;370;1
17/01/2020;21900619;Final;1610612754;1610612750;2019;1610612754;1160;561;8;333;240;410;1610612750;1140;455;81;436;220;360;1
17/01/2020;21900620;Final;1610612755;1610612741;2019;1610612755;1000;488;10;31;300;440;1610612741;890;4,32E+15;733;229;210;370;1
17/01/2020;21900621;Final;1610612761;1610612764;2019;1610612761;1400;5,71E+15;875;512;350;410;1610612764;1110;449;696;429;190;430;1
17/01/2020;21900622;Final;1610612763;1610612739;2019;1610612763;1130;506;7;321;320;440;1610612739;1090;446;6,92E+15;25;180;500;1
17/01/2020;21900623;Final;1610612760;1610612748;2019;1610612760;1080;44;889;391;290;350;1610612748;1150;488;792;389;260;450;0
17/01/2020;21900624;Final;1610612759;1610612737;2019;1610612759;1200;459;957;276;280;480;1610612737;1210;5;741;475;210;430;0
17/01/2020;21900625;Final;1610612742;1610612757;2019;1610612742;1200;438;7,86E+15;426;190;430;1610612757;1120;518;682;3;250;400;1
16/01/2020;21900614;Final;1610612752;1610612756;2019;1610612752;980;411;667;308;210;400;1610612756;1210;511;833;4;310;530;0
16/01/2020;21900615;Final;1610612749;1610612738;2019;1610612749;1280;494;703;516;210;500;1610612738;1230;439;815;306;160;430;1
16/01/2020;21900616;Final;1610612740;1610612762;2019;1610612740;1380;5,48E+15;7,14E+15;423;290;450;1610612762;1320;46;7,81E+15;385;230;430;1
16/01/2020;21900617;Final;1610612744;1610612743;2019;1610612744;1310;442;871;444;360;420;1610612743;1340;47;885;486;310;560;0
16/01/2020;21900618;Final;1610612746;1610612753;2019;1610612746;1220;495;7;438;290;590;1610612753;950;391;563;333;240;420;1
15/01/2020;21900604;Final;1610612738;1610612765;2019;1610612738;1030;494;6;321;210;440;1610612765;1160;603;526;375;300;340;0
15/01/2020;21900605;Final;1610612755;1610612751;2019;1610612755;1170;511;64;3,67E+15;250;490;1610612751;1060;4,37E+15;6;48;200;440;1
15/01/2020;21900606;Final;1610612748;1610612759;2019;1610612748;1060;466;5,38E+15;425;260;490;1610612759;1000;438;8;303;220;410;1
15/01/2020;21900607;Final;1610612741;1610612764;2019;1610612741;1150;506;682;368;260;410;1610612764;1060;468;8,08E+15;407;250;380;1
15/01/2020;21900608;Final;1610612750;1610612754;2019;1610612750;990;4,32E+15;75;393;260;450;1610612754;1040;518;75;304;270;450;0
15/01/2020;21900609;Final;1610612760;1610612761;2019;1610612760;1210;506;95;381;320;310;1610612761;1300;612;733;556;330;360;0
15/01/2020;21900610;Final;1610612743;1610612766;2019;1610612743;1000;481;6;321;280;400;1610612766;860;407;5,71E+15;343;280;420;1
15/01/2020;21900611;Final;1610612745;1610612757;2019;1610612745;1070;396;652;327;240;500;1610612757;1170;4,32E+15;828;306;220;580;0
15/01/2020;21900612;Final;1610612758;1610612742;2019;1610612758;1230;521;55;364;280;420;1610612742;1270;511;833;325;240;470;0
15/01/2020;21900613;Final;1610612747;1610612753;2019;1610612747;1180;495;636;395;340;480;1610612753;1190;457;7,93E+15;385;220;480;0
14/01/2020;21900598;Final;1610612737;1610612756;2019;1610612737;1230;495;85;452;250;460;1610612756;1100;46;813;2;200;400;1
14/01/2020;21900599;Final;1610612751;1610612762;2019;1610612751;1070;5;6;308;220;430;1610612762;1180;5;867;361;190;410;0
14/01/2020;21900600;Final;1610612763;1610612745;2019;1610612763;1210;505;8,42E+15;3,51E+16;290;420;1610612745;1100;43;917;311;180;410;1
14/01/2020;21900601;Final;1610612749;1610612752;2019;1610612749;1280;489;821;417;270;590;1610612752;1020;353;731;297;260;490;1
14/01/2020;21900602;Final;1610612744;1610612742;2019;1610612744;970;448;769;281;270;360;1610612742;1240;51;619;3,51E+16;230;530;0
14/01/2020;21900603;Final;1610612746;1610612739;2019;1610612746;1280;521;7,14E+15;395;290;530;1610612739;1030;418;867;378;250;400;1
13/01/2020;21900591;Final;1610612765;1610612740;2019;1610612765;1100;404;792;344;270;430;1610612740;1170;417;815;3,46E+16;230;610;0
13/01/2020;21900592;Final;1610612754;1610612755;2019;1610612754;1010;384;8,06E+15;385;240;500;1610612755;950;416;789;182;170;520;1
13/01/2020;21900593;Final;1610612738;1610612741;2019;1610612738;1130;47;897;391;280;430;1610612741;1010;457;8,08E+15;24;160;380;1
13/01/2020;21900594;Final;1610612750;1610612760;2019;1610612750;1040;418;762;343;230;370;1610612760;1170;5;885;4;250;510;0
13/01/2020;21900595;Final;1610612757;1610612766;2019;1610612757;1150;506;789;4,32E+15;260;470;1610612766;1120;444;778;474;240;420;1
13/01/2020;21900596;Final;1610612758;1610612753;2019;1610612758;1120;517;909;387;250;440;1610612753;1140;435;833;31;170;460;0
13/01/2020;21900597;Final;1610612747;1610612739;2019;1610612747;1280;545;75;3,67E+15;330;450;1610612739;990;447;667;28;210;400;1
12/01/2020;21900584;Final;1610612752;1610612748;2019;1610612752;1240;511;821;29;240;390;1610612748;1210;5,38E+15;821;4;240;390;1
12/01/2020;21900585;Final;1610612764;1610612762;2019;1610612764;1160;505;882;318;280;370;1610612762;1270;5,33E+15;84;333;240;440;0
12/01/2020;21900586;Final;1610612751;1610612737;2019;1610612751;1080;532;552;385;250;620;1610612737;860;33;909;25;230;330;1
12/01/2020;21900587;Final;1610612761;1610612759;2019;1610612761;1040;406;818;354;300;450;1610612759;1050;4,37E+15;733;219;240;510;0
12/01/2020;21900588;Final;1610612763;1610612744;2019;1610612763;1220;45;84;314;330;600;1610612744;1020;38;7,14E+15;5;230;470;1
12/01/2020;21900589;Final;1610612743;1610612746;2019;1610612743;1140;481;784;44;240;440;1610612746;1040;452;769;242;210;420;1
12/01/2020;21900590;Final;1610612756;1610612766;2019;1610612756;1000;5;611;333;220;510;1610612766;920;419;667;229;250;370;1
11/01/2020;21900577;Final;1610612745;1610612750;2019;1610612745;1390;516;7,93E+15;4;290;580;1610612750;1090;379;667;271;280;440;1
11/01/2020;21900578;Final;1610612738;1610612740;2019;1610612738;1400;55;889;483;290;530;1610612740;1050;4;611;311;290;430;1
11/01/2020;21900579;Final;1610612765;1610612741;2019;1610612765;990;462;667;321;220;420;1610612741;1080;506;929;314;240;380;0
11/01/2020;21900580;Final;1610612760;1610612747;2019;1610612760;1100;467;882;29;230;370;1610612747;1250;515;8;469;210;540;0
11/01/2020;21900581;Final;1610612742;1610612755;2019;1610612742;1090;506;667;407;220;540;1610612755;910;378;667;243;220;430;1
11/01/2020;21900582;Final;1610612743;1610612739;2019;1610612743;1030;4,32E+15;722;205;230;420;1610612739;1110;494;846;324;220;550;0
11/01/2020;21900583;Final;1610612757;1610612749;2019;1610612757;1010;389;81;278;170;480;1610612749;1220;456;7;368;210;600;0
10/01/2020;21900567;Final;1610612764;1610612737;2019;1610612764;1110;375;607;345;260;570;1610612737;1010;461;5;241;190;560;1
10/01/2020;21900569;Final;1610612752;1610612740;2019;1610612752;1110;46;7;185;260;460;1610612740;1230;5,58E+15;529;474;350;430;0
10/01/2020;21900568;Final;1610612751;1610612748;2019;1610612751;1170;484;632;341;310;510;1610612748;1130;518;857;241;260;400;1
10/01/2020;21900570;Final;1610612741;1610612754;2019;1610612741;1050;463;813;439;160;360;1610612754;1160;5,71E+15;643;3,67E+15;310;460;0
10/01/2020;21900571;Final;1610612763;1610612759;2019;1610612763;1340;52;875;421;390;490;1610612759;1210;483;87;425;290;370;1
10/01/2020;21900573;Final;1610612756;1610612753;2019;1610612756;980;418;885;321;190;440;1610612753;940;371;792;273;150;490;1
10/01/2020;21900574;Final;1610612762;1610612766;2019;1610612762;1090;506;7,86E+15;429;280;400;1610612766;920;467;737;308;200;370;1
10/01/2020;21900572;Final;1610612742;1610612747;2019;1610612742;1140;406;6,76E+15;289;190;470;1610612747;1290;528;7,81E+15;417;180;490;0
10/01/2020;21900575;Final;1610612758;1610612749;2019;1610612758;1060;458;8;2,86E+16;260;450;1610612749;1270;495;767;256;290;520;0
10/01/2020;21900576;Final;1610612746;1610612744;2019;1610612746;1090;488;727;282;270;540;1610612744;1000;385;72;205;280;460;1
09/01/2020;21900563;Final;1610612765;1610612739;2019;1610612765;1120;49;625;3;200;460;1610612739;1150;527;7;25;240;390;0
09/01/2020;21900564;Final;1610612755;1610612738;2019;1610612755;1090;489;706;407;240;480;1610612738;980;4,32E+15;10;389;170;380;1
09/01/2020;21900565;Final;1610612750;1610612757;2019;1610612750;1160;494;7,14E+15;406;250;560;1610612757;1020;365;677;297;140;410;1
09/01/2020;21900566;Final;1610612760;1610612745;2019;1610612760;1130;494;8;344;220;520;1610612745;920;382;929;275;160;390;1
08/01/2020;21900554;Final;1610612738;1610612759;2019;1610612738;1140;416;9;342;260;390;1610612759;1290;552;923;31;280;490;0
08/01/2020;21900555;Final;1610612766;1610612761;2019;1610612766;1100;442;731;405;300;500;1610612761;1120;447;7;389;340;460;0
08/01/2020;21900556;Final;1610612754;1610612748;2019;1610612754;1080;476;76;333;250;370;1610612748;1220;531;8;421;280;410;0
08/01/2020;21900557;Final;1610612753;1610612764;2019;1610612753;1230;494;794;37;240;510;1610612764;890;429;579;261;240;400;1
08/01/2020;21900558;Final;1610612737;1610612745;2019;1610612737;1150;368;889;295;200;540;1610612745;1220;424;7,56E+15;289;220;590;0
08/01/2020;21900559;Final;1610612742;1610612743;2019;1610612742;1060;506;667;343;270;380;1610612743;1070;482;8;375;270;380;0
08/01/2020;21900560;Final;1610612740;1610612741;2019;1610612740;1230;471;813;341;310;500;1610612741;1080;446;5,71E+15;4;220;390;1
08/01/2020;21900561;Final;1610612762;1610612752;2019;1610612762;1280;544;609;3,72E+15;290;500;1610612752;1040;433;10;36;180;410;1
08/01/2020;21900562;Final;1610612744;1610612749;2019;1610612744;980;379;85;395;290;520;1610612749;1070;402;875;22;220;470;0
07/01/2020;21900548;Final;1610612739;1610612765;2019;1610612739;1130;494;938;452;290;460;1610612765;1150;462;857;394;260;400;0
07/01/2020;21900549;Final;1610612761;1610612757;2019;1610612761;990;365;737;3,57E+16;210;570;1610612757;1010;4,32E+15;857;371;230;450;0
07/01/2020;21900550;Final;1610612751;1610612760;2019;1610612751;1030;408;75;297;190;520;1610612760;1110;413;828;297;190;510;0
07/01/2020;21900551;Final;1610612763;1610612750;2019;1610612763;1190;517;905;2,86E+16;220;440;1610612750;1120;444;81;319;230;400;1
07/01/2020;21900552;Final;1610612756;1610612758;2019;1610612756;1030;481;818;314;240;410;1610612758;1140;44;893;417;180;410;0
07/01/2020;21900553;Final;1610612747;1610612752;2019;1610612747;1170;5;857;472;270;480;1610612752;870;389;563;2;150;470;1
06/01/2020;21900539;Final;1610612766;1610612754;2019;1610612766;1040;457;909;333;210;380;1610612754;1150;528;7,86E+15;385;310;430;0
06/01/2020;21900540;Final;1610612753;1610612751;2019;1610612753;1010;4,32E+15;742;308;210;600;1610612751;890;333;789;213;200;460;1
06/01/2020;21900541;Final;1610612755;1610612760;2019;1610612755;1200;511;833;5;310;420;1610612760;1130;449;677;414;170;470;1
06/01/2020;21900542;Final;1610612764;1610612738;2019;1610612764;990;464;609;333;180;470;1610612738;940;3,47E+16;769;2,16E+16;170;550;1
06/01/2020;21900543;Final;1610612737;1610612743;2019;1610612737;1150;455;8,44E+15;462;240;340;1610612743;1230;511;741;333;270;410;0
06/01/2020;21900544;Final;1610612740;1610612762;2019;1610612740;1260;479;8;387;230;480;1610612762;1280;511;833;485;190;430;0
06/01/2020;21900545;Final;1610612742;1610612741;2019;1610612742;1180;524;737;39;250;430;1610612741;1100;469;818;29;250;450;1
06/01/2020;21900546;Final;1610612759;1610612749;2019;1610612759;1260;511;895;5,43E+15;230;540;1610612749;1040;4;929;333;240;380;1
06/01/2020;21900547;Final;1610612758;1610612744;2019;1610612758;1110;481;7,83E+15;5;270;430;1610612744;980;395;7,81E+15;192;190;440;1
05/01/2020;21900534;Final;1610612746;1610612752;2019;1610612746;1350;542;818;563;250;420;1610612752;1320;5,71E+15;649;522;220;370;1
05/01/2020;21900535;Final;1610612748;1610612757;2019;1610612748;1220;522;625;409;340;470;1610612757;1110;46;9;3,51E+16;210;400;1
05/01/2020;21900536;Final;1610612739;1610612750;2019;1610612739;1030;476;789;32;150;440;1610612750;1180;495;769;368;320;430;0
05/01/2020;21900537;Final;1610612756;1610612763;2019;1610612756;1140;453;846;231;250;460;1610612763;1210;542;765;429;310;420;0
05/01/2020;21900538;Final;1610612747;1610612765;2019;1610612747;1060;457;696;3;230;500;1610612765;990;3,72E+15;857;423;210;430;1
04/01/2020;21900523;Final;1610612746;1610612763;2019;1610612746;1140;446;773;233;200;490;1610612763;1400;51;857;462;360;540;0
04/01/2020;21900524;Final;1610612751;1610612761;2019;1610612751;1020;478;735;371;240;380;1610612761;1210;454;7,14E+15;406;210;430;0
04/01/2020;21900525;Final;1610612753;1610612762;2019;1610612753;960;447;75;297;210;460;1610612762;1090;452;643;4;220;510;0
04/01/2020;21900526;Final;1610612737;1610612754;2019;1610612737;1160;512;917;313;220;400;1610612754;1110;414;8,29E+15;37;240;390;1
04/01/2020;21900527;Final;1610612739;1610612760;2019;1610612739;1060;459;8,24E+15;467;190;420;1610612760;1210;448;8,08E+15;378;240;520;0
04/01/2020;21900528;Final;1610612764;1610612743;2019;1610612764;1280;5,49E+15;815;375;200;490;1610612743;1140;46;8,24E+15;207;180;330;1
04/01/2020;21900529;Final;1610612741;1610612738;2019;1610612741;1040;425;742;382;230;370;1610612738;1110;524;81;421;220;440;0
04/01/2020;21900530;Final;1610612742;1610612766;2019;1610612742;1200;47;846;3;280;410;1610612766;1230;494;903;44;270;530;0
04/01/2020;21900531;Final;1610612749;1610612759;2019;1610612749;1270;494;727;378;230;490;1610612759;1180;413;912;344;200;500;1
04/01/2020;21900532;Final;1610612744;1610612765;2019;1610612744;1040;402;8,44E+15;524;260;420;1610612765;1110;518;875;407;240;460;0
04/01/2020;21900533;Final;1610612758;1610612740;2019;1610612758;1150;447;75;5,71E+15;200;510;1610612740;1170;4,37E+15;758;3,56E+16;280;440;0
03/01/2020;21900517;Final;1610612738;1610612737;2019;1610612738;1090;441;7,24E+15;24;230;540;1610612737;1060;419;8;3,56E+16;260;420;1
03/01/2020;21900518;Final;1610612753;1610612748;2019;1610612753;1050;407;897;371;250;440;1610612748;850;375;7,83E+15;189;160;490;1
03/01/2020;21900519;Final;1610612764;1610612757;2019;1610612764;1030;422;64;333;190;410;1610612757;1220;511;7,88E+15;24;160;410;0
03/01/2020;21900520;Final;1610612745;1610612755;2019;1610612745;1180;477;75;375;220;460;1610612755;1080;457;72;222;320;440;1
03/01/2020;21900521;Final;1610612756;1610612752;2019;1610612756;1200;467;7,88E+15;3,57E+16;280;480;1610612752;1120;446;667;27;190;520;1
03/01/2020;21900522;Final;1610612747;1610612740;2019;1610612747;1230;5;821;483;290;470;1610612740;1130;471;857;297;240;400;1
02/01/2020;21900508;Final;1610612739;1610612766;2019;1610612739;1060;506;7,86E+15;371;260;420;1610612766;1090;446;833;395;250;390;0
02/01/2020;21900509;Final;1610612754;1610612743;2019;1610612754;1160;524;72;462;320;340;1610612743;1240;529;889;2,96E+16;270;470;0
02/01/2020;21900510;Final;1610612748;1610612761;2019;1610612748;840;407;545;324;230;500;1610612761;760;315;8,24E+15;1,43E+16;200;480;1
02/01/2020;21900511;Final;1610612741;1610612762;2019;1610612741;980;394;765;306;220;450;1610612762;1020;487;773;3,67E+15;240;420;0
02/01/2020;21900512;Final;1610612750;1610612744;2019;1610612750;990;4;588;302;220;520;1610612744;840;429;7,14E+15;15;200;430;1
02/01/2020;21900513;Final;1610612742;1610612751;2019;1610612742;1230;506;882;474;220;460;1610612751;1110;462;882;324;290;440;1
02/01/2020;21900514;Final;1610612759;1610612760;2019;1610612759;1030;435;833;419;220;450;1610612760;1090;483;7;36;190;430;0
02/01/2020;21900515;Final;1610612758;1610612763;2019;1610612758;1280;489;8,39E+15;412;260;410;1610612763;1230;484;952;382;310;420;1
02/01/2020;21900516;Final;1610612746;1610612765;2019;1610612746;1260;5,43E+15;7,14E+15;393;290;510;1610612765;1120;426;7,14E+15;212;200;450;1
01/01/2020;21900504;Final;1610612764;1610612753;2019;1610612764;1010;379;8,39E+15;29;180;460;1610612753;1220;474;741;375;250;520;0
01/01/2020;21900505;Final;1610612752;1610612757;2019;1610612752;1170;48;643;389;290;550;1610612757;930;3,94E+16;6;313;170;470;1
01/01/2020;21900506;Final;1610612749;1610612750;2019;1610612749;1060;426;654;25;240;600;1610612750;1040;374;75;326;180;480;1
01/01/2020;21900507;Final;1610612747;1610612756;2019;1610612747;1170;478;706;25;250;450;1610612756;1070;488;7,39E+15;261;320;470;1
31/12/2019;21900497;Final;1610612766;1610612738;2019;1610612766;920;395;75;353;250;410;1610612738;1090;4,54E+16;7;368;250;540;0
31/12/2019;21900498;Final;1610612754;1610612755;2019;1610612754;1150;488;769;44;350;380;1610612755;970;4,07E+16;85;207;240;470;1
31/12/2019;21900499;Final;1610612758;1610612746;2019;1610612758;870;413;684;2,86E+16;200;410;1610612746;1050;409;955;3,33E+16;210;510;0
31/12/2019;21900500;Final;1610612761;1610612739;2019;1610612761;1170;4,76E+16;8;436;290;450;1610612739;970;425;813;263;210;410;1
31/12/2019;21900501;Final;1610612745;1610612743;2019;1610612745;1300;529;71;4,71E+16;200;430;1610612743;1040;4,64E+16;667;32;250;390;1
31/12/2019;21900502;Final;1610612759;1610612744;2019;1610612759;1170;469;765;452;300;530;1610612744;1130;4,58E+16;722;444;310;440;1
31/12/2019;21900503;Final;1610612760;1610612742;2019;1610612760;1060;429;7,86E+15;222;180;560;1610612742;1010;355;741;294;190;490;1
30/12/2019;21900491;Final;1610612753;1610612737;2019;1610612753;930;4,16E+16;583;2;220;400;1610612737;1010;4,81E+16;8,24E+15;31;210;520;0
30/12/2019;21900492;Final;1610612764;1610612748;2019;1610612764;1230;512;667;4,59E+16;260;400;1610612748;1050;452;7,44E+15;3,57E+16;180;440;1
30/12/2019;21900493;Final;1610612741;1610612749;2019;1610612741;1020;374;625;386;260;430;1610612749;1230;5,48E+15;833;344;290;590;0
30/12/2019;21900494;Final;1610612750;1610612751;2019;1610612750;1220;4,04E+16;7,24E+15;386;200;600;1610612751;1150;4,04E+16;741;366;220;580;1
30/12/2019;21900495;Final;1610612762;1610612765;2019;1610612762;1040;47;8;385;200;460;1610612765;810;38;7,39E+15;2,86E+16;140;430;1
30/12/2019;21900496;Final;1610612757;1610612756;2019;1610612757;1160;4,58E+16;778;4,12E+16;240;420;1610612756;1220;478;955;565;290;440;0
29/12/2019;21900486;Final;1610612761;1610612760;2019;1610612761;970;422;10;375;210;420;1610612760;980;436;87;303;150;430;0
29/12/2019;21900487;Final;1610612763;1610612766;2019;1610612763;1170;489;10;2,86E+16;300;500;1610612766;1040;43;6,56E+15;29;230;420;1
29/12/2019;21900488;Final;1610612740;1610612745;2019;1610612740;1270;49;6,92E+15;409;320;470;1610612745;1120;519;65;385;290;410;1
29/12/2019;21900489;Final;1610612743;1610612758;2019;1610612743;1200;519;903;276;230;370;1610612758;1150;529;706;382;320;350;1
29/12/2019;21900490;Final;1610612747;1610612742;2019;1610612747;1080;487;821;391;280;390;1610612742;950;36;9;302;170;450;1
28/12/2019;21900472;Final;1610612743;1610612763;2019;1610612743;1190;484;741;31;280;430;1610612763;1100;488;76;3;320;450;1
28/12/2019;21900473;Final;1610612738;1610612761;2019;1610612738;970;397;778;219;180;310;1610612761;1130;524;647;412;270;530;0
28/12/2019;21900474;Final;1610612740;1610612754;2019;1610612740;1200;462;8;429;250;490;1610612754;980;388;897;214;170;460;1
28/12/2019;21900475;Final;1610612748;1610612755;2019;1610612748;1170;447;7,93E+15;3,57E+16;260;430;1610612755;1160;472;759;333;240;470;1
28/12/2019;21900476;Final;1610612764;1610612752;2019;1610612764;1000;344;774;4;160;490;1610612752;1070;447;769;355;250;560;0
28/12/2019;21900477;Final;1610612741;1610612737;2019;1610612741;1160;494;789;484;220;510;1610612737;810;3,72E+15;727;265;240;390;1
28/12/2019;21900478;Final;1610612745;1610612751;2019;1610612745;1080;436;438;31;160;540;1610612751;980;402;619;282;240;470;1
28/12/2019;21900479;Final;1610612750;1610612739;2019;1610612750;880;355;737;2,16E+16;170;390;1610612739;940;416;722;2;130;610;0
28/12/2019;21900480;Final;1610612749;1610612753;2019;1610612749;1110;512;667;3,51E+16;300;570;1610612753;1000;402;8,42E+15;4;210;350;1
28/12/2019;21900481;Final;1610612759;1610612765;2019;1610612759;1360;57;8;514;300;510;1610612765;1090;444;5,67E+15;333;200;400;1
28/12/2019;21900482;Final;1610612744;1610612742;2019;1610612744;1210;489;765;462;280;420;1610612742;1410;522;10;471;350;460;0
28/12/2019;21900483;Final;1610612758;1610612756;2019;1610612758;1100;488;667;387;190;360;1610612756;1120;517;867;3,46E+16;300;410;0
28/12/2019;21900484;Final;1610612757;1610612747;2019;1610612757;1200;477;852;429;180;390;1610612747;1280;516;821;344;320;440;0
28/12/2019;21900485;Final;1610612746;1610612762;2019;1610612746;1070;368;926;3;220;460;1610612762;1200;523;765;486;250;470;0
27/12/2019;21900466;Final;1610612738;1610612739;2019;1610612738;1290;516;895;35;280;430;1610612739;1170;518;69;391;220;380;1
27/12/2019;21900467;Final;1610612766;1610612760;2019;1610612766;1020;416;611;179;260;540;1610612760;1040;449;613;161;190;490;0
27/12/2019;21900468;Final;1610612753;1610612755;2019;1610612753;980;42;609;333;260;480;1610612755;970;402;81;345;230;450;1
27/12/2019;21900469;Final;1610612737;1610612749;2019;1610612737;860;363;5,71E+15;293;200;460;1610612749;1120;505;6,92E+15;393;290;560;0
27/12/2019;21900470;Final;1610612748;1610612754;2019;1610612748;1130;449;895;421;290;560;1610612754;1120;489;833;452;270;340;1
27/12/2019;21900471;Final;1610612744;1610612756;2019;1610612744;1050;413;8;333;220;410;1610612756;960;467;792;212;220;490;1
26/12/2019;21900460;Final;1610612765;1610612764;2019;1610612765;1320;535;8,08E+15;396;320;480;1610612764;1020;413;7,04E+15;292;180;440;1
26/12/2019;21900461;Final;1610612751;1610612752;2019;1610612751;820;269;75;26;170;500;1610612752;940;402;733;31;160;600;0
26/12/2019;21900462;Final;1610612760;1610612763;2019;1610612760;970;413;846;2,86E+16;230;340;1610612763;1100;5,48E+15;727;4;260;500;0
26/12/2019;21900463;Final;1610612742;1610612759;2019;1610612742;1020;422;667;4;220;520;1610612759;980;482;667;276;180;450;1
26/12/2019;21900464;Final;1610612758;1610612750;2019;1610612758;1040;3,46E+16;84;231;200;670;1610612750;1050;3,46E+16;7,93E+15;217;230;650;0
26/12/2019;21900465;Final;1610612762;1610612757;2019;1610612762;1210;568;682;389;220;410;1610612757;1150;483;737;441;140;430;1
25/12/2019;21900455;Final;1610612761;1610612738;2019;1610612761;1020;475;818;348;170;340;1610612738;1180;5;857;424;260;450;0
25/12/2019;21900456;Final;1610612755;1610612749;2019;1610612755;1210;436;8;477;290;490;1610612749;1090;474;75;394;230;470;1
25/12/2019;21900457;Final;1610612744;1610612745;2019;1610612744;1160;471;893;321;270;540;1610612745;1040;37;875;314;190;490;1
25/12/2019;21900458;Final;1610612747;1610612746;2019;1610612747;1060;406;762;267;240;420;1610612746;1110;459;75;36;240;500;0
25/12/2019;21900459;Final;1610612743;1610612740;2019;1610612743;1000;402;778;324;240;400;1610612740;1120;456;10;419;230;520;0
23/12/2019;21900444;Final;1610612739;1610612737;2019;1610612739;1210;521;833;379;190;430;1610612737;1180;474;765;3,57E+16;230;370;1
23/12/2019;21900445;Final;1610612765;1610612755;2019;1610612765;1090;512;722;333;270;300;1610612755;1250;547;818;4;330;480;0
